Species,Family,Average_Girth_m,Diameter_cm,Wood_Density,Basal_Area_cm2,Height_m
Syzygium jambos,Myrtaceae,0.51,16.20591039084843,0.7,206.9810034910099,8
Syzygium jambos,Myrtaceae,0.57,18.11248808388942,0.7,258.54720505278397,8.5
Syzygium jambos,Myrtaceae,0.53,16.84143628852876,0.7,223.533117572567,8
Syzygium jambos,Myrtaceae,0.49,15.570384493168095,0.7,191.06550918182035,8
Swietenia mahagoni,Meliaceae,0.68,21.60788052113124,0.51,367.9662284284621,12
Swietenia mahagoni,Meliaceae,0.72,22.8789323164919,0.51,412.52961249419275,11
Swietenia mahagoni,Meliaceae,0.63,20.01906577693041,0.51,315.8429845658663,12
Swietenia mahagoni,Meliaceae,0.75,23.83222116301239,0.51,447.6232774459557,12
Swietenia mahagoni,Meliaceae,0.65,20.654591674610742,0.51,336.2148172816289,12
Swietenia mahagoni,Meliaceae,0.68,21.60788052113124,0.51,367.9662284284621,12.5
Swietenia mahagoni,Meliaceae,0.74,23.51445821417223,0.51,435.76623418560945,12
Swietenia mahagoni,Meliaceae,0.67,21.290117572291074,0.51,357.2232697697591,12
Eucalyptus tereticornis,Myrtaceae,0.34,10.80394026056562,0.7,91.99155710711553,12
Eucalyptus tereticornis,Myrtaceae,0.37,11.757229107086117,0.7,108.94155854640236,14
Eucalyptus tereticornis,Myrtaceae,0.47,14.934858595487766,0.7,175.7866346449984,13
Eucalyptus tereticornis,Myrtaceae,0.41,13.028280902446776,0.7,133.76972966873802,13
Eucalyptus tereticornis,Myrtaceae,0.39,12.392755004766446,0.7,121.0373342213864,13
Eucalyptus tereticornis,Myrtaceae,0.36,11.43946615824595,0.7,103.1324031235482,12
Eucalyptus tereticornis,Myrtaceae,0.47,14.934858595487766,0.7,175.7866346449984,12
Eucalyptus tereticornis,Myrtaceae,0.41,13.028280902446776,0.7,133.76972966873802,14
Eucalyptus tereticornis,Myrtaceae,0.37,11.757229107086117,0.7,108.94155854640236,12
Eucalyptus tereticornis,Myrtaceae,0.35,11.121703209405783,0.7,97.4824026437859,12
Eucalyptus tereticornis,Myrtaceae,0.46,14.617095646647602,0.7,168.3859297912253,14
Eucalyptus tereticornis,Myrtaceae,0.55,17.476962186209093,0.7,240.7218514264917,14
Eucalyptus tereticornis,Myrtaceae,0.47,14.934858595487766,0.7,175.7866346449984,14
Eucalyptus tereticornis,Myrtaceae,0.41,13.028280902446776,0.7,133.76972966873802,14
Eucalyptus tereticornis,Myrtaceae,0.43,13.663806800127109,0.7,147.13874488845724,13
Eucalyptus tereticornis,Myrtaceae,0.36,11.43946615824595,0.7,103.1324031235482,13
Eucalyptus tereticornis,Myrtaceae,0.36,11.43946615824595,0.7,103.1324031235482,13
Eucalyptus tereticornis,Myrtaceae,0.45,14.299332697807438,0.7,161.14437988054402,13
Eucalyptus tereticornis,Myrtaceae,0.49,15.570384493168095,0.7,191.06550918182035,14
Eucalyptus tereticornis,Myrtaceae,0.39,12.392755004766446,0.7,121.0373342213864,14
Eucalyptus tereticornis,Myrtaceae,0.35,11.121703209405783,0.7,97.4824026437859,14
Eucalyptus tereticornis,Myrtaceae,0.48,15.252621544327932,0.7,183.34649444186343,13
Eucalyptus tereticornis,Myrtaceae,0.42,13.34604385128694,0.7,140.3746598070517,13
Eucalyptus tereticornis,Myrtaceae,0.35,11.121703209405783,0.7,97.4824026437859,12
Eucalyptus tereticornis,Myrtaceae,0.86,27.327613600254217,0.7,588.554979553829,16
Santalum album,Santalaceae,0.23,7.308547823323801,0.87,42.09648244780632,4
Santalum album,Santalaceae,0.21,6.67302192564347,0.87,35.093664951762925,4
Santalum album,Santalaceae,0.19,6.03749602796314,0.87,28.72746722808711,3.5
Santalum album,Santalaceae,0.21,6.67302192564347,0.87,35.093664951762925,4
Santalum album,Santalaceae,0.2,6.355258976803306,0.87,31.830988618379067,4
Jacaranda mimosifolia,Bignoniaceae,0.51,16.20591039084843,0.5,206.9810034910099,10
Simarouba glauca,Simaroubaceae,0.48,15.252621544327932,0.465,183.34649444186343,12
Santalum album,Santalaceae,0.18,5.719733079122975,0.87,25.783100780887047,4
Santalum album,Santalaceae,0.15,4.7664442326024785,0.87,17.904931097838226,3
Santalum album,Santalaceae,0.19,6.03749602796314,0.87,28.72746722808711,3
Santalum album,Santalaceae,0.18,5.719733079122975,0.87,25.783100780887047,3
Santalum album,Santalaceae,0.17,5.40197013028281,0.87,22.99788927677888,3.5
Santalum album,Santalaceae,0.19,6.03749602796314,0.87,28.72746722808711,4
Santalum album,Santalaceae,0.2,6.355258976803306,0.87,31.830988618379067,4
Santalum album,Santalaceae,0.21,6.67302192564347,0.87,35.093664951762925,4
Santalum album,Santalaceae,0.2,6.355258976803306,0.87,31.830988618379067,3.5
Santalum album,Santalaceae,0.18,5.719733079122975,0.87,25.783100780887047,4
Santalum album,Santalaceae,0.17,5.40197013028281,0.87,22.99788927677888,4
Anacardium occidentale,Anacardiaceae,0.31,9.850651414045124,0.5,76.47395015565571,7
Jacaranda mimosifolia,Bignoniaceae,0.38,12.07499205592628,0.5,114.90986891234844,11
Jacaranda mimosifolia,Bignoniaceae,0.63,20.01906577693041,0.5,315.8429845658663,14
Eucalyptus tereticornis,Myrtaceae,0.83,26.374324753733713,0.7,548.2092014800335,17
Eucalyptus tereticornis,Myrtaceae,0.68,21.60788052113124,0.7,367.9662284284621,14
Eucalyptus tereticornis,Myrtaceae,0.72,22.8789323164919,0.7,412.52961249419275,14
Eucalyptus tereticornis,Myrtaceae,0.69,21.9256434699714,0.7,378.8683420302569,13
Eucalyptus tereticornis,Myrtaceae,0.73,23.196695265332064,0.7,424.0683458683551,14
Eucalyptus tereticornis,Myrtaceae,0.65,20.654591674610742,0.7,336.2148172816289,14
Santalum album,Santalaceae,0.14,4.448681283762314,0.87,15.597184423005745,1.5
Acacia auriculiformis,Fabaceae,1.25,39.72036860502065,0.575,1243.3979929054324,14
Eucalyptus tereticornis,Myrtaceae,0.86,27.327613600254217,0.7,588.554979553829,16
Eucalyptus tereticornis,Myrtaceae,0.53,16.84143628852876,0.7,223.533117572567,15
Eucalyptus tereticornis,Myrtaceae,0.65,20.654591674610742,0.7,336.2148172816289,16
Eucalyptus tereticornis,Myrtaceae,0.78,24.785510009532892,0.7,484.1493368855456,16
Eucalyptus tereticornis,Myrtaceae,1.14,36.22497616777884,0.7,1034.188820211136,17
Eucalyptus citriodora,Myrtaceae,0.28,8.897362567524628,0.8,62.38873769202297,4
Eucalyptus citriodora,Myrtaceae,0.23,7.308547823323801,0.8,42.09648244780632,5
Eucalyptus citriodora,Myrtaceae,0.21,6.67302192564347,0.8,35.093664951762925,4
Santalum album,Santalaceae,0.18,5.719733079122975,0.87,25.783100780887047,4
Santalum album,Santalaceae,0.21,6.67302192564347,0.87,35.093664951762925,4
Santalum album,Santalaceae,0.15,4.7664442326024785,0.87,17.904931097838226,3.5
Santalum album,Santalaceae,0.17,5.40197013028281,0.87,22.99788927677888,3
Santalum album,Santalaceae,0.14,4.448681283762314,0.87,15.597184423005745,4
Eucalyptus tereticornis,Myrtaceae,0.72,22.8789323164919,0.7,412.52961249419275,14
Eucalyptus tereticornis,Myrtaceae,0.65,20.654591674610742,0.7,336.2148172816289,14
Bauhinia variegata,Fabaceae,0.32,10.168414362885288,0.7,81.48733086305042,7
Santalum album,Santalaceae,0.03,0.9532888465204956,0.87,0.716197243913529,2
Santalum album,Santalaceae,0.05,1.5888147442008265,0.87,1.9894367886486917,2
Eucalyptus tereticornis,Myrtaceae,0.86,27.327613600254217,0.7,588.554979553829,14
Eucalyptus tereticornis,Myrtaceae,0.68,21.60788052113124,0.7,367.9662284284621,15
Eucalyptus tereticornis,Myrtaceae,0.72,22.8789323164919,0.7,412.52961249419275,17
Eucalyptus tereticornis,Myrtaceae,0.88,27.96313949793454,0.7,616.2479396518188,14
Eucalyptus tereticornis,Myrtaceae,0.92,29.234191293295204,0.7,673.5437191649011,17
Eucalyptus tereticornis,Myrtaceae,0.73,23.196695265332064,0.7,424.0683458683551,15
Eucalyptus tereticornis,Myrtaceae,0.63,20.01906577693041,0.7,315.8429845658663,15
Santalum album,Santalaceae,0.18,5.719733079122975,0.87,25.783100780887047,5
Santalum album,Santalaceae,0.06,1.9065776930409917,0.87,2.864788975654116,2
Pongamia pinnata,Fabaceae,0.12,3.813155386081983,0.64,11.459155902616464,3
Eucalyptus tereticornis,Myrtaceae,0.68,21.60788052113124,0.7,367.9662284284621,14
Eucalyptus tereticornis,Myrtaceae,0.72,22.8789323164919,0.7,412.52961249419275,13
Eucalyptus tereticornis,Myrtaceae,0.63,20.01906577693041,0.7,315.8429845658663,14
Eucalyptus tereticornis,Myrtaceae,0.61,19.38353987925008,0.7,296.10777162247126,14
Eucalyptus tereticornis,Myrtaceae,0.65,20.654591674610742,0.7,336.2148172816289,13
Acacia auriculiformis,Fabaceae,0.86,27.327613600254217,0.575,588.554979553829,17
Acacia auriculiformis,Fabaceae,0.63,20.01906577693041,0.575,315.8429845658663,14
Acacia auriculiformis,Fabaceae,0.68,21.60788052113124,0.575,367.9662284284621,12
Santalum album,Santalaceae,0.05,1.5888147442008265,0.87,1.9894367886486917,1.5
Santalum album,Santalaceae,0.07,2.224340641881157,0.87,3.899296105751436,1.5
Acacia auriculiformis,Fabaceae,1.02,32.41182078169686,0.575,827.9240139640395,18
Eucalyptus tereticornis,Myrtaceae,0.58,18.430251032729583,0.7,267.69861428056794,14
Eucalyptus tereticornis,Myrtaceae,0.62,19.701302828090245,0.7,305.89580062262286,16
Eucalyptus tereticornis,Myrtaceae,0.73,23.196695265332064,0.7,424.0683458683551,15
Eucalyptus tereticornis,Myrtaceae,0.69,21.9256434699714,0.7,378.8683420302569,14
Eucalyptus tereticornis,Myrtaceae,0.71,22.561169367651733,0.7,401.15003406312223,15
Acacia auriculiformis,Fabaceae,0.89,28.280902446774707,0.575,630.3331521154515,15
Acacia auriculiformis,Fabaceae,0.93,29.55195424213537,0.575,688.2655514009014,16
Santalum album,Santalaceae,0.19,6.03749602796314,0.87,28.72746722808711,3.5
Santalum album,Santalaceae,0.21,6.67302192564347,0.87,35.093664951762925,5
Santalum album,Santalaceae,0.2,6.355258976803306,0.87,31.830988618379067,3
Santalum album,Santalaceae,0.14,4.448681283762314,0.87,15.597184423005745,3.5
Eucalyptus tereticornis,Myrtaceae,0.58,18.430251032729583,0.7,267.69861428056794,14
Eucalyptus tereticornis,Myrtaceae,0.72,22.8789323164919,0.7,412.52961249419275,15
Eucalyptus tereticornis,Myrtaceae,0.64,20.336828725770577,0.7,325.94932345220167,14
Eucalyptus tereticornis,Myrtaceae,0.61,19.38353987925008,0.7,296.10777162247126,15
Eucalyptus tereticornis,Myrtaceae,0.68,21.60788052113124,0.7,367.9662284284621,15
Eucalyptus tereticornis,Myrtaceae,0.38,12.07499205592628,0.7,114.90986891234844,12
Acacia auriculiformis,Fabaceae,0.68,21.60788052113124,0.575,367.9662284284621,12
Acacia auriculiformis,Fabaceae,0.63,20.01906577693041,0.575,315.8429845658663,14
Acacia auriculiformis,Fabaceae,0.61,19.38353987925008,0.575,296.10777162247126,14
Santalum album,Santalaceae,0.19,6.03749602796314,0.87,28.72746722808711,3.5
Santalum album,Santalaceae,0.17,5.40197013028281,0.87,22.99788927677888,3.5
Santalum album,Santalaceae,0.21,6.67302192564347,0.87,35.093664951762925,3
Santalum album,Santalaceae,0.2,6.355258976803306,0.87,31.830988618379067,4
Anacardium occidentale,Anacardiaceae,0.53,16.84143628852876,0.5,223.533117572567,4
Anacardium occidentale,Anacardiaceae,0.61,19.38353987925008,0.5,296.10777162247126,4
Anacardium occidentale,Anacardiaceae,0.63,20.01906577693041,0.5,315.8429845658663,4
Anacardium occidentale,Anacardiaceae,0.61,19.38353987925008,0.5,296.10777162247126,5
Syzygium cumini,Myrtaceae,0.78,24.785510009532892,0.76,484.1493368855456,7
Jacaranda mimosifolia,Bignoniaceae,0.53,16.84143628852876,0.5,223.533117572567,7
Jacaranda mimosifolia,Bignoniaceae,0.49,15.570384493168095,0.5,191.06550918182035,10
Jacaranda mimosifolia,Bignoniaceae,0.53,16.84143628852876,0.5,223.533117572567,10
Jacaranda mimosifolia,Bignoniaceae,0.59,18.74801398156975,0.5,277.00917845144386,11
Santalum album,Santalaceae,0.15,4.7664442326024785,0.87,17.904931097838226,4
Santalum album,Santalaceae,0.17,5.40197013028281,0.87,22.99788927677888,3.5
Santalum album,Santalaceae,0.15,4.7664442326024785,0.87,17.904931097838226,4
Santalum album,Santalaceae,0.19,6.03749602796314,0.87,28.72746722808711,4
Santalum album,Santalaceae,0.18,5.719733079122975,0.87,25.783100780887047,4
Jacaranda mimosifolia,Bignoniaceae,0.38,12.07499205592628,0.5,114.90986891234844,6.5
Jacaranda mimosifolia,Bignoniaceae,0.63,20.01906577693041,0.5,315.8429845658663,7
Jacaranda mimosifolia,Bignoniaceae,0.61,19.38353987925008,0.5,296.10777162247126,7
Jacaranda mimosifolia,Bignoniaceae,0.64,20.336828725770577,0.5,325.94932345220167,7
Anacardium occidentale,Anacardiaceae,0.69,21.9256434699714,0.5,378.8683420302569,10
Anacardium occidentale,Anacardiaceae,0.61,19.38353987925008,0.5,296.10777162247126,4
Anacardium occidentale,Anacardiaceae,0.58,18.430251032729583,0.5,267.69861428056794,4
Anacardium occidentale,Anacardiaceae,0.51,16.20591039084843,0.5,206.9810034910099,4
Santalum album,Santalaceae,0.07,2.224340641881157,0.87,3.899296105751436,1
Santalum album,Santalaceae,0.05,1.5888147442008265,0.87,1.9894367886486917,1
Santalum album,Santalaceae,0.07,2.224340641881157,0.87,3.899296105751436,1
Santalum album,Santalaceae,0.06,1.9065776930409917,0.87,2.864788975654116,1
Eucalyptus tereticornis,Myrtaceae,0.39,12.392755004766446,0.7,121.0373342213864,11
Eucalyptus tereticornis,Myrtaceae,0.41,13.028280902446776,0.7,133.76972966873802,12
Eucalyptus tereticornis,Myrtaceae,0.53,16.84143628852876,0.7,223.533117572567,12
Eucalyptus tereticornis,Myrtaceae,0.59,18.74801398156975,0.7,277.00917845144386,12
Eucalyptus tereticornis,Myrtaceae,0.38,12.07499205592628,0.7,114.90986891234844,12
Eucalyptus tereticornis,Myrtaceae,0.34,10.80394026056562,0.7,91.99155710711553,12
Eucalyptus tereticornis,Myrtaceae,0.47,14.934858595487766,0.7,175.7866346449984,12
Eucalyptus tereticornis,Myrtaceae,0.45,14.299332697807438,0.7,161.14437988054402,11
Eucalyptus tereticornis,Myrtaceae,0.42,13.34604385128694,0.7,140.3746598070517,12
Eucalyptus tereticornis,Myrtaceae,0.32,10.168414362885288,0.7,81.48733086305042,12
Eucalyptus tereticornis,Myrtaceae,0.45,14.299332697807438,0.7,161.14437988054402,12
Eucalyptus tereticornis,Myrtaceae,0.41,13.028280902446776,0.7,133.76972966873802,12
Eucalyptus tereticornis,Myrtaceae,0.39,12.392755004766446,0.7,121.0373342213864,12
Eucalyptus tereticornis,Myrtaceae,0.37,11.757229107086117,0.7,108.94155854640236,11
Eucalyptus tereticornis,Myrtaceae,0.38,12.07499205592628,0.7,114.90986891234844,12
Eucalyptus tereticornis,Myrtaceae,0.49,15.570384493168095,0.7,191.06550918182035,11
Eucalyptus tereticornis,Myrtaceae,0.46,14.617095646647602,0.7,168.3859297912253,12
Eucalyptus tereticornis,Myrtaceae,0.45,14.299332697807438,0.7,161.14437988054402,12
Santalum album,Santalaceae,0.12,3.813155386081983,0.87,11.459155902616464,2
Santalum album,Santalaceae,0.14,4.448681283762314,0.87,15.597184423005745,1.5
Jacaranda mimosifolia,Bignoniaceae,0.38,12.07499205592628,0.5,114.90986891234844,10
Jacaranda mimosifolia,Bignoniaceae,0.51,16.20591039084843,0.5,206.9810034910099,11
Jacaranda mimosifolia,Bignoniaceae,0.35,11.121703209405783,0.5,97.4824026437859,10
Eucalyptus tereticornis,Myrtaceae,0.27,8.579599618684462,0.7,58.01197675699585,7
Eucalyptus tereticornis,Myrtaceae,0.25,7.9440737210041314,0.7,49.735919716217296,5
Eucalyptus tereticornis,Myrtaceae,0.28,8.897362567524628,0.7,62.38873769202297,6
Eucalyptus tereticornis,Myrtaceae,0.26,8.261836669844296,0.7,53.79437076506063,5
Eucalyptus tereticornis,Myrtaceae,0.27,8.579599618684462,0.7,58.01197675699585,7
Eucalyptus tereticornis,Myrtaceae,0.29,9.215125516364791,0.7,66.92465357014198,6
Eucalyptus tereticornis,Myrtaceae,0.25,7.9440737210041314,0.7,49.735919716217296,7
Eucalyptus tereticornis,Myrtaceae,0.24,7.626310772163966,0.7,45.83662361046586,7
Eucalyptus tereticornis,Myrtaceae,0.24,7.626310772163966,0.7,45.83662361046586,6
Eucalyptus tereticornis,Myrtaceae,0.38,12.07499205592628,0.7,114.90986891234844,12
Eucalyptus tereticornis,Myrtaceae,0.45,14.299332697807438,0.7,161.14437988054402,13
Eucalyptus tereticornis,Myrtaceae,0.53,16.84143628852876,0.7,223.533117572567,12
Diospyros melanoxylon,Ebenaceae,0.12,3.813155386081983,0.68,11.459155902616464,2
Diospyros melanoxylon,Ebenaceae,0.14,4.448681283762314,0.68,15.597184423005745,3
Diospyros melanoxylon,Ebenaceae,0.13,4.130918334922148,0.68,13.448592691265157,2
Eucalyptus tereticornis,Myrtaceae,0.68,21.60788052113124,0.7,367.9662284284621,20
Eucalyptus tereticornis,Myrtaceae,0.72,22.8789323164919,0.7,412.52961249419275,22
Eucalyptus tereticornis,Myrtaceae,0.69,21.9256434699714,0.7,378.8683420302569,19
Eucalyptus tereticornis,Myrtaceae,0.61,19.38353987925008,0.7,296.10777162247126,20
Eucalyptus tereticornis,Myrtaceae,0.73,23.196695265332064,0.7,424.0683458683551,20
Eucalyptus tereticornis,Myrtaceae,0.65,20.654591674610742,0.7,336.2148172816289,19
Eucalyptus tereticornis,Myrtaceae,0.72,22.8789323164919,0.7,412.52961249419275,20
Eucalyptus tereticornis,Myrtaceae,0.74,23.51445821417223,0.7,435.76623418560945,18
Eucalyptus tereticornis,Myrtaceae,0.65,20.654591674610742,0.7,336.2148172816289,19
Eucalyptus tereticornis,Myrtaceae,0.73,23.196695265332064,0.7,424.0683458683551,17
Eucalyptus tereticornis,Myrtaceae,0.78,24.785510009532892,0.7,484.1493368855456,19
Eucalyptus tereticornis,Myrtaceae,0.63,20.01906577693041,0.7,315.8429845658663,20
Eucalyptus tereticornis,Myrtaceae,0.61,19.38353987925008,0.7,296.10777162247126,20
Eucalyptus tereticornis,Myrtaceae,0.86,27.327613600254217,0.7,588.554979553829,17
Eucalyptus tereticornis,Myrtaceae,1.14,36.22497616777884,0.7,1034.188820211136,18
Eucalyptus tereticornis,Myrtaceae,0.78,24.785510009532892,0.7,484.1493368855456,19
Delonix regia,Fabaceae,1.24,39.40260565618049,0.51,1223.5832024904914,12
Delonix regia,Fabaceae,0.43,13.663806800127109,0.51,147.13874488845724,14
Delonix regia,Fabaceae,0.39,12.392755004766446,0.51,121.0373342213864,12
Diospyros melanoxylon,Ebenaceae,0.23,7.308547823323801,0.68,42.09648244780632,4
Diospyros melanoxylon,Ebenaceae,0.26,8.261836669844296,0.68,53.79437076506063,3.5
Diospyros melanoxylon,Ebenaceae,0.25,7.9440737210041314,0.68,49.735919716217296,3.5
Diospyros melanoxylon,Ebenaceae,0.28,8.897362567524628,0.68,62.38873769202297,4
Diospyros melanoxylon,Ebenaceae,0.21,6.67302192564347,0.68,35.093664951762925,4
Diospyros melanoxylon,Ebenaceae,0.25,7.9440737210041314,0.68,49.735919716217296,4
Diospyros melanoxylon,Ebenaceae,0.23,7.308547823323801,0.68,42.09648244780632,3.5
Diospyros melanoxylon,Ebenaceae,0.26,8.261836669844296,0.68,53.79437076506063,4
Diospyros melanoxylon,Ebenaceae,0.23,7.308547823323801,0.68,42.09648244780632,4
Diospyros melanoxylon,Ebenaceae,0.25,7.9440737210041314,0.68,49.735919716217296,4
Diospyros melanoxylon,Ebenaceae,0.25,7.9440737210041314,0.68,49.735919716217296,3.5
Diospyros melanoxylon,Ebenaceae,0.38,12.07499205592628,0.68,114.90986891234844,6
Eucalyptus tereticornis,Myrtaceae,0.33,10.486177311725454,0.7,86.65986651353701,12
Eucalyptus tereticornis,Myrtaceae,0.32,10.168414362885288,0.7,81.48733086305042,14
Eucalyptus tereticornis,Myrtaceae,0.36,11.43946615824595,0.7,103.1324031235482,14
Eucalyptus tereticornis,Myrtaceae,0.43,13.663806800127109,0.7,147.13874488845724,13
Eucalyptus tereticornis,Myrtaceae,0.51,16.20591039084843,0.7,206.9810034910099,14
Eucalyptus tereticornis,Myrtaceae,0.49,15.570384493168095,0.7,191.06550918182035,14
Eucalyptus tereticornis,Myrtaceae,0.45,14.299332697807438,0.7,161.14437988054402,14
Eucalyptus tereticornis,Myrtaceae,0.39,12.392755004766446,0.7,121.0373342213864,14
Eucalyptus tereticornis,Myrtaceae,0.56,17.794725135049255,0.7,249.55495076809189,14
Eucalyptus tereticornis,Myrtaceae,0.46,14.617095646647602,0.7,168.3859297912253,13
Eucalyptus tereticornis,Myrtaceae,0.47,14.934858595487766,0.7,175.7866346449984,12
Eucalyptus tereticornis,Myrtaceae,0.56,17.794725135049255,0.7,249.55495076809189,12
Eucalyptus tereticornis,Myrtaceae,0.43,13.663806800127109,0.7,147.13874488845724,13
Eucalyptus tereticornis,Myrtaceae,0.54,17.159199237368924,0.7,232.0479070279834,13
Eucalyptus tereticornis,Myrtaceae,0.36,11.43946615824595,0.7,103.1324031235482,12
Simarouba glauca,Simaroubaceae,0.32,10.168414362885288,0.465,81.48733086305042,12
Simarouba glauca,Simaroubaceae,0.31,9.850651414045124,0.465,76.47395015565571,9
Simarouba glauca,Simaroubaceae,0.14,4.448681283762314,0.465,15.597184423005745,6
Simarouba glauca,Simaroubaceae,0.35,11.121703209405783,0.465,97.4824026437859,8
Simarouba glauca,Simaroubaceae,0.33,10.486177311725454,0.465,86.65986651353701,9
Eucalyptus tereticornis,Myrtaceae,0.47,14.934858595487766,0.7,175.7866346449984,12
Eucalyptus tereticornis,Myrtaceae,0.45,14.299332697807438,0.7,161.14437988054402,14
Eucalyptus tereticornis,Myrtaceae,0.54,17.159199237368924,0.7,232.0479070279834,13
Eucalyptus tereticornis,Myrtaceae,0.59,18.74801398156975,0.7,277.00917845144386,14
Eucalyptus tereticornis,Myrtaceae,0.64,20.336828725770577,0.7,325.94932345220167,14
Eucalyptus tereticornis,Myrtaceae,0.61,19.38353987925008,0.7,296.10777162247126,14
Eucalyptus tereticornis,Myrtaceae,0.49,15.570384493168095,0.7,191.06550918182035,14
Eucalyptus tereticornis,Myrtaceae,0.48,15.252621544327932,0.7,183.34649444186343,12
Eucalyptus tereticornis,Myrtaceae,0.51,16.20591039084843,0.7,206.9810034910099,12
Eucalyptus tereticornis,Myrtaceae,0.55,17.476962186209093,0.7,240.7218514264917,13
Diospyros melanoxylon,Ebenaceae,0.13,4.130918334922148,0.68,13.448592691265157,3
Diospyros melanoxylon,Ebenaceae,0.16,5.084207181442644,0.68,20.371832715762604,3.5
Diospyros melanoxylon,Ebenaceae,0.21,6.67302192564347,0.68,35.093664951762925,3.5
Acacia auriculiformis,Fabaceae,0.47,14.934858595487766,0.575,175.7866346449984,13
Acacia auriculiformis,Fabaceae,0.69,21.9256434699714,0.575,378.8683420302569,12
Acacia auriculiformis,Fabaceae,0.68,21.60788052113124,0.575,367.9662284284621,14
Acacia auriculiformis,Fabaceae,0.56,17.794725135049255,0.575,249.55495076809189,14
Acacia auriculiformis,Fabaceae,0.59,18.74801398156975,0.575,277.00917845144386,14
Acacia auriculiformis,Fabaceae,0.53,16.84143628852876,0.575,223.533117572567,13
Acacia auriculiformis,Fabaceae,0.49,15.570384493168095,0.575,191.06550918182035,13
Acacia auriculiformis,Fabaceae,0.57,18.11248808388942,0.575,258.54720505278397,13
Acacia auriculiformis,Fabaceae,0.7,22.243406418811567,0.575,389.9296105751436,12
Acacia auriculiformis,Fabaceae,0.68,21.60788052113124,0.575,367.9662284284621,12
Acacia auriculiformis,Fabaceae,0.56,17.794725135049255,0.575,249.55495076809189,12
Acacia auriculiformis,Fabaceae,0.68,21.60788052113124,0.575,367.9662284284621,15
Acacia auriculiformis,Fabaceae,0.49,15.570384493168095,0.575,191.06550918182035,14
Diospyros melanoxylon,Ebenaceae,0.19,6.03749602796314,0.68,28.72746722808711,3
Diospyros melanoxylon,Ebenaceae,0.17,5.40197013028281,0.68,22.99788927677888,4
Diospyros melanoxylon,Ebenaceae,0.14,4.448681283762314,0.68,15.597184423005745,3.5
Diospyros melanoxylon,Ebenaceae,0.16,5.084207181442644,0.68,20.371832715762604,4
Diospyros melanoxylon,Ebenaceae,0.18,5.719733079122975,0.68,25.783100780887047,4
Eucalyptus tereticornis,Myrtaceae,0.53,16.84143628852876,0.7,223.533117572567,16
Acacia auriculiformis,Fabaceae,0.57,18.11248808388942,0.575,258.54720505278397,14
Acacia auriculiformis,Fabaceae,0.65,20.654591674610742,0.575,336.2148172816289,13
Acacia auriculiformis,Fabaceae,0.62,19.701302828090245,0.575,305.89580062262286,14
Acacia auriculiformis,Fabaceae,0.58,18.430251032729583,0.575,267.69861428056794,14
Acacia auriculiformis,Fabaceae,0.51,16.20591039084843,0.575,206.9810034910099,13
Acacia auriculiformis,Fabaceae,0.45,14.299332697807438,0.575,161.14437988054402,13
Acacia auriculiformis,Fabaceae,0.65,20.654591674610742,0.575,336.2148172816289,14
Acacia auriculiformis,Fabaceae,0.63,20.01906577693041,0.575,315.8429845658663,13
Acacia auriculiformis,Fabaceae,0.69,21.9256434699714,0.575,378.8683420302569,14
Eucalyptus tereticornis,Myrtaceae,0.96,30.505243088655863,0.7,733.3859777674537,17
Eucalyptus tereticornis,Myrtaceae,0.47,14.934858595487766,0.7,175.7866346449984,14
Eucalyptus tereticornis,Myrtaceae,0.52,16.523673339688592,0.7,215.1774830602425,14
Eucalyptus tereticornis,Myrtaceae,0.51,16.20591039084843,0.7,206.9810034910099,13
Eucalyptus tereticornis,Myrtaceae,0.49,15.570384493168095,0.7,191.06550918182035,14
Santalum album,Santalaceae,0.12,3.813155386081983,0.87,11.459155902616464,4
Santalum album,Santalaceae,0.19,6.03749602796314,0.87,28.72746722808711,3
Santalum album,Santalaceae,0.17,5.40197013028281,0.87,22.99788927677888,4
Santalum album,Santalaceae,0.18,5.719733079122975,0.87,25.783100780887047,4
Diospyros melanoxylon,Ebenaceae,0.31,9.850651414045124,0.68,76.47395015565571,6
Acacia auriculiformis,Fabaceae,0.35,11.121703209405783,0.575,97.4824026437859,14
Acacia auriculiformis,Fabaceae,0.49,15.570384493168095,0.575,191.06550918182035,15
Acacia auriculiformis,Fabaceae,0.43,13.663806800127109,0.575,147.13874488845724,14
Acacia auriculiformis,Fabaceae,0.37,11.757229107086117,0.575,108.94155854640236,14
Acacia auriculiformis,Fabaceae,0.39,12.392755004766446,0.575,121.0373342213864,14
Acacia auriculiformis,Fabaceae,0.47,14.934858595487766,0.575,175.7866346449984,13
Acacia auriculiformis,Fabaceae,0.52,16.523673339688592,0.575,215.1774830602425,15
Acacia auriculiformis,Fabaceae,0.59,18.74801398156975,0.575,277.00917845144386,15
Acacia auriculiformis,Fabaceae,0.61,19.38353987925008,0.575,296.10777162247126,15
Acacia auriculiformis,Fabaceae,0.59,18.74801398156975,0.575,277.00917845144386,13
Acacia auriculiformis,Fabaceae,0.52,16.523673339688592,0.575,215.1774830602425,13
Acacia auriculiformis,Fabaceae,0.42,13.34604385128694,0.575,140.3746598070517,14
Acacia auriculiformis,Fabaceae,0.43,13.663806800127109,0.575,147.13874488845724,14
Acacia auriculiformis,Fabaceae,0.61,19.38353987925008,0.575,296.10777162247126,15
Diospyros melanoxylon,Ebenaceae,0.19,6.03749602796314,0.68,28.72746722808711,4
